0.021794151,11.94642857
0.067350956,12.375
0.107142857,13.01785714
0.138955287,13.5
0.166971316,14.19642857
0.197026153,15
0.244270247,15
0.291514342,15
0.338758436,15
0.386037683,15.05357143
0.433281777,15.05357143
0.482529528,15.10714286
0.525836614,15.10714286
0.574697694,14.57142857
0.62159027,14.03571429
0.666619798,13.66071429
0.715305118,12.85714286
0.752390326,12.375
0.777523903,11.67857143
0.79696288,11.30357143
0.810636952,11.14285714
0.844031215,11.03571429
0.867653262,11.03571429
0.889306805,11.03571429
0.908886389,10.875
0.918307087,10.23214286
0.931559336,9.428571429
0.930961755,8.517857143
0.942350956,7.875
0.945760686,7.071428571
0.947377672,6.535714286
0.952826209,5.839285714
0.956341395,5.196428571
0.96382874,4.607142857
0.971245782,3.910714286
0.984357424,2.892857143
0.984005906,2.357142857
0.991422947,1.660714286
0.994902981,0.964285714
0.994586614,0.482142857
1.000140607,-0.053571429
